Order Line,Order ID,Bar code value,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
7973,ON-2023-161935,58643214,2023-01-04,2023-01-08,Standard Class,JL-15835,OFF-ST-10003455,62.04,5,0.2,4.653
7974,ON-2023-161935,55005571,2023-01-04,2023-01-08,Standard Class,JL-15835,FUR-FU-10002937,396.92,5,0.2,148.845
7975,ON-2023-161935,51441822,2023-01-04,2023-01-08,Standard Class,JL-15835,OFF-ST-10001837,239.456,7,0.2,17.9592
7976,ON-2023-161935,47365060,2023-01-04,2023-01-08,Standard Class,JL-15835,OFF-AR-10004757,13.12,5,0.2,2.132
7977,OF-2023-166142,52104646,2023-01-05,2023-01-09,Standard Class,MM-17260,OFF-BI-10004094,26.55,3,0,13.0095
7978,OF-2023-166142,23670230,2023-01-05,2023-01-09,Standard Class,MM-17260,FUR-TA-10004607,310.443,3,0.3,-48.7839
7979,OF-2023-164378,74758539,2023-01-05,2023-01-08,Second Class,MM-18055,OFF-AR-10001177,6.56,2,0,1.9024
7980,OF-2023-164378,98768977,2023-01-05,2023-01-08,Second Class,MM-18055,OFF-LA-10000634,7.83,3,0,3.6018
7981,OF-2023-164378,23672360,2023-01-05,2023-01-08,Second Class,MM-18055,TEC-AC-10004708,41.9,2,0,8.799
7982,OF-2023-164378,75236465,2023-01-05,2023-01-08,Second Class,MM-18055,FUR-CH-10002084,664.146,6,0.1,88.5528
7983,OF-2023-164378,31120453,2023-01-05,2023-01-08,Second Class,MM-18055,OFF-PA-10004519,8.96,2,0,4.3904
7984,ON-2023-128951,96168795,2023-01-05,2023-01-07,First Class,RS-19420,OFF-AP-10002191,179.94,3,0,50.3832
7985,ON-2023-128951,43503608,2023-01-05,2023-01-07,First Class,RS-19420,FUR-TA-10004575,872.94,3,0,157.1292
7986,ON-2023-128951,31259437,2023-01-05,2023-01-07,First Class,RS-19420,OFF-PA-10003177,12.96,2,0,6.2208
7987,ON-2023-156909,83785119,2023-01-06,2023-01-08,Second Class,SF-20065,FUR-CH-10002774,71.372,2,0.3,-1.0196
7988,OF-2023-109778,99100409,2023-01-06,2023-01-11,Standard Class,VM-21685,OFF-AR-10003759,2.912,2,0.2,0.91
7989,ON-2023-152842,65552718,2023-01-06,2023-01-13,Standard Class,NF-18385,FUR-CH-10004218,242.352,3,0.2,15.147
7990,ON-2023-152842,10348497,2023-01-06,2023-01-13,Standard Class,NF-18385,TEC-PH-10001944,875.7,6,0,262.71
7991,OF-2023-139948,64371011,2023-01-07,2023-01-12,Standard Class,SW-20455,FUR-FU-10002597,7.904,2,0.2,2.1736
7992,ON-2023-105046,86911516,2023-01-07,2023-01-13,Standard Class,BE-11335,TEC-PH-10004536,269.98,2,0,67.495
7993,ON-2023-105046,9374126,2023-01-07,2023-01-13,Standard Class,BE-11335,OFF-PA-10004353,99.9,5,0,47.952
7994,ON-2023-105046,26805666,2023-01-07,2023-01-13,Standard Class,BE-11335,FUR-FU-10004848,39.08,4,0,14.4596
7995,OF-2023-126662,84129944,2023-01-07,2023-01-11,Standard Class,AB-10255,TEC-CO-10004202,479.984,2,0.2,89.997
7996,OF-2023-142342,55880824,2023-01-07,2023-01-09,Second Class,AJ-10795,OFF-PA-10004609,32.4,5,0,15.552
7997,OF-2023-142342,10580560,2023-01-07,2023-01-09,Second Class,AJ-10795,OFF-EN-10002592,57.9,5,0,28.95
7998,OF-2023-142342,77009239,2023-01-07,2023-01-09,Second Class,AJ-10795,OFF-ST-10002957,10.56,2,0,0
7999,OF-2023-142342,57087146,2023-01-07,2023-01-09,Second Class,AJ-10795,FUR-BO-10002613,1194.165,5,0.15,210.735
8000,ON-2023-142573,34561646,2023-01-08,2023-01-13,Standard Class,ML-17410,FUR-TA-10001932,801.6,5,0.5,-448.896
8001,ON-2023-142573,15092199,2023-01-08,2023-01-13,Standard Class,ML-17410,FUR-CH-10004218,161.568,2,0.2,10.098
8002,ON-2023-142573,65049841,2023-01-08,2023-01-13,Standard Class,ML-17410,OFF-PA-10000246,16.096,2,0.2,5.2312
8003,ON-2023-142573,9776093,2023-01-08,2023-01-13,Standard Class,ML-17410,OFF-BI-10003350,7.656,4,0.7,-6.1248
8004,ON-2023-142573,253758,2023-01-08,2023-01-13,Standard Class,ML-17410,FUR-CH-10000513,311.976,3,0.2,-42.8967
8005,ON-2023-165358,21809145,2023-01-08,2023-01-13,Standard Class,SV-20365,TEC-CO-10001943,599.97,5,0.4,69.9965
8006,ON-2023-165358,91849151,2023-01-08,2023-01-13,Standard Class,SV-20365,FUR-CH-10002647,198.744,4,0.3,-14.196
8007,ON-2023-165358,8708876,2023-01-08,2023-01-13,Standard Class,SV-20365,OFF-SU-10004768,9.184,2,0.2,1.148
8008,OF-2023-118640,8612419,2023-01-10,2023-01-16,Standard Class,CS-11950,OFF-ST-10002974,69.712,2,0.2,8.714
8009,OF-2023-118640,63728217,2023-01-10,2023-01-16,Standard Class,CS-11950,FUR-FU-10001475,8.792,1,0.6,-5.7148
8010,OF-2023-122035,44554594,2023-01-10,2023-01-15,Standard Class,EM-13825,OFF-LA-10004093,14.62,2,0,6.8714
8011,OF-2023-122035,71557472,2023-01-10,2023-01-15,Standard Class,EM-13825,OFF-AP-10002118,416.32,2,0,112.4064
8012,OF-2023-122035,21481551,2023-01-10,2023-01-15,Standard Class,EM-13825,OFF-BI-10000404,43,5,0,20.21
8013,OF-2023-122035,59461593,2023-01-10,2023-01-15,Standard Class,EM-13825,FUR-CH-10003833,182.94,3,0,27.441
8014,OF-2023-122035,73975349,2023-01-10,2023-01-15,Standard Class,EM-13825,OFF-BI-10002072,60.83,7,0,30.415
8015,OF-2023-122035,77856875,2023-01-10,2023-01-15,Standard Class,EM-13825,TEC-AC-10003095,389.97,3,0,132.5898
8016,OF-2023-150497,87378205,2023-01-10,2023-01-14,Standard Class,SM-20950,OFF-BI-10004600,735.98,2,0,331.191
8017,ON-2023-108343,3460092,2023-01-10,2023-01-15,Standard Class,AR-10825,OFF-PA-10000743,13.36,2,0,6.4128
8018,ON-2023-108343,69738262,2023-01-10,2023-01-15,Standard Class,AR-10825,FUR-CH-10002780,163.764,2,0.1,25.4744
8019,ON-2023-108343,52397557,2023-01-10,2023-01-15,Standard Class,AR-10825,FUR-FU-10000747,183.92,4,0,31.2664
8020,ON-2023-127719,54192744,2023-01-11,2023-01-15,Standard Class,TW-21025,OFF-PA-10001934,6.48,1,0,3.1752
8021,ON-2023-158505,20882126,2023-01-11,2023-01-11,Same Day,SF-20200,TEC-PH-10004071,71.928,9,0.2,6.2937
8022,ON-2023-158505,1142396,2023-01-11,2023-01-11,Same Day,SF-20200,OFF-AR-10001044,25.99,1,0,7.5371
8023,ON-2023-160465,44558981,2023-01-11,2023-01-16,Standard Class,SW-20350,OFF-BI-10001670,33.93,3,0.7,-22.62
8024,ON-2023-160465,85541159,2023-01-11,2023-01-16,Standard Class,SW-20350,OFF-ST-10000136,222.32,7,0.2,25.011
8025,ON-2023-160465,90313851,2023-01-11,2023-01-16,Standard Class,SW-20350,TEC-PH-10004522,210.564,6,0.4,-52.641
8026,OF-2023-104731,90036663,2023-01-11,2023-01-17,Standard Class,AM-10705,OFF-AR-10003727,101.94,6,0,29.5626
8027,OF-2023-104731,86432925,2023-01-11,2023-01-17,Standard Class,AM-10705,TEC-PH-10002660,271.96,4,0,67.99
8028,OF-2023-104731,26859013,2023-01-11,2023-01-17,Standard Class,AM-10705,FUR-FU-10003274,8.8,5,0,3.872
8029,OF-2023-104731,55857412,2023-01-11,2023-01-17,Standard Class,AM-10705,OFF-AR-10003829,19.68,6,0,5.7072
8030,OF-2023-104731,16673340,2023-01-11,2023-01-17,Standard Class,AM-10705,FUR-BO-10003441,302.94,3,0,69.6762
8031,OF-2023-104731,23008212,2023-01-11,2023-01-17,Standard Class,AM-10705,OFF-BI-10003355,14.94,3,0,7.1712
8032,OF-2023-104731,63538558,2023-01-11,2023-01-17,Standard Class,AM-10705,OFF-SU-10003505,231.72,2,0,11.586
8033,OF-2023-145429,19269731,2023-01-11,2023-01-15,Standard Class,SW-20455,OFF-PA-10003205,16.34,2,0,7.6798
8034,OF-2023-145429,21631662,2023-01-11,2023-01-15,Standard Class,SW-20455,FUR-CH-10000988,225.296,2,0.2,22.5296
8035,OF-2023-145429,29044304,2023-01-11,2023-01-15,Standard Class,SW-20455,OFF-BI-10001524,50.352,3,0.2,17.6232
8036,ON-2023-123204,75259193,2023-01-11,2023-01-17,Standard Class,CS-11860,OFF-AP-10002287,17.48,4,0,4.5448
8037,OF-2023-118724,92659598,2023-01-11,2023-01-15,Second Class,AR-10825,OFF-AR-10003469,3.52,2,0,1.6896
8038,OF-2023-118724,57726164,2023-01-11,2023-01-15,Second Class,AR-10825,TEC-PH-10002549,1626.192,9,0.2,121.9644
8039,ON-2023-123834,13744790,2023-01-11,2023-01-15,Standard Class,GM-14500,FUR-TA-10001676,124.404,4,0.3,-21.3264
8040,OF-2023-103478,16354003,2023-01-11,2023-01-14,Second Class,KL-16555,OFF-BI-10001890,2.864,4,0.8,-4.5824
8041,OF-2023-103478,31726696,2023-01-11,2023-01-14,Second Class,KL-16555,OFF-BI-10004224,94.192,7,0.8,-164.836
8042,OF-2023-145093,7488430,2023-01-11,2023-01-16,Standard Class,PT-19090,OFF-BI-10001116,2.112,2,0.8,-3.3792
8043,OF-2023-109750,6986752,2023-01-12,2023-01-18,Standard Class,FH-14365,TEC-PH-10000702,29.97,3,0,14.0859
8044,ON-2023-106551,46805360,2023-01-12,2023-01-17,Standard Class,EB-13930,FUR-CH-10004997,526.344,4,0.3,-75.192
8045,OF-2023-117240,77698842,2023-01-13,2023-01-18,Standard Class,CP-12340,OFF-BI-10000848,13.128,3,0.2,4.2666
8046,ON-2023-169320,12137684,2023-01-13,2023-01-15,Second Class,LH-16900,OFF-AR-10003602,11.68,2,0,5.4896
8047,ON-2023-169320,11908822,2023-01-13,2023-01-15,Second Class,LH-16900,TEC-AC-10002550,159.75,5,0,11.1825
8048,OF-2023-103506,25016717,2023-01-13,2023-01-17,Standard Class,LR-17035,OFF-LA-10001158,41.4,4,0,19.872
8049,OF-2023-125367,25805414,2023-01-13,2023-01-20,Standard Class,NM-18445,OFF-BI-10002412,13.92,3,0.2,4.35
8050,ON-2023-101721,75399939,2023-01-13,2023-01-17,Standard Class,MY-17380,OFF-PA-10003641,63.312,3,0.2,20.5764
8051,OF-2023-118346,96748266,2023-01-13,2023-01-14,First Class,PO-19180,TEC-AC-10000736,399.95,5,0,143.982
8052,OF-2023-133718,70061191,2023-01-13,2023-01-16,First Class,TB-21520,OFF-BI-10003429,15.192,3,0.2,5.5071
8053,OF-2023-133718,66886810,2023-01-13,2023-01-16,First Class,TB-21520,OFF-PA-10002689,58.32,9,0,27.9936
8054,OF-2023-110940,39276097,2023-01-13,2023-01-18,Standard Class,AZ-10750,OFF-AR-10000380,121.536,4,0.2,15.192
8055,ON-2023-135013,86600371,2023-01-14,2023-01-14,Same Day,HR-14830,TEC-CO-10001449,2399.96,5,0.2,839.986
8056,OF-2023-169810,5241599,2023-01-15,2023-01-21,Standard Class,RB-19360,OFF-LA-10003663,20.23,7,0,9.5081
8057,OF-2023-125640,55893725,2023-01-15,2023-01-19,Standard Class,DD-13570,OFF-LA-10004178,3.304,1,0.2,1.0738
8058,OF-2023-121293,54382103,2023-01-15,2023-01-18,Second Class,JC-15775,FUR-FU-10000732,20.096,4,0.2,3.0144
8059,OF-2023-121293,74210161,2023-01-15,2023-01-18,Second Class,JC-15775,OFF-SU-10004884,37.752,3,0.2,4.2471
8060,OF-2023-121293,6507035,2023-01-15,2023-01-18,Second Class,JC-15775,FUR-TA-10001771,138.588,1,0.4,-34.647
8061,OF-2023-121293,55603822,2023-01-15,2023-01-18,Second Class,JC-15775,OFF-ST-10000060,259.92,5,0.2,-25.992
8062,OF-2023-121293,56578935,2023-01-15,2023-01-18,Second Class,JC-15775,OFF-PA-10004100,20.736,4,0.2,7.2576
8063,OF-2023-167549,38891689,2023-01-15,2023-01-17,First Class,EM-14200,FUR-TA-10004767,298.116,6,0.3,-4.2588
8064,ON-2023-167318,5549493,2023-01-16,2023-01-22,Standard Class,GZ-14545,TEC-AC-10003870,1649.95,5,0,659.98
8065,ON-2023-167318,84497864,2023-01-16,2023-01-22,Standard Class,GZ-14545,FUR-CH-10000665,362.352,3,0.2,45.294
8066,OF-2023-123239,33043787,2023-01-17,2023-01-21,Second Class,MG-18145,FUR-FU-10001602,91.032,3,0.2,-2.2758
8067,OF-2023-108791,10154897,2023-01-17,2023-01-21,Standard Class,TM-21490,FUR-FU-10004018,14.89,1,0,4.0203
8068,OF-2023-108791,89641663,2023-01-17,2023-01-21,Standard Class,TM-21490,TEC-PH-10002660,543.92,8,0,135.98
8069,OF-2023-133046,28622561,2023-01-17,2023-01-22,Second Class,DK-13375,FUR-FU-10001940,23.88,3,0,10.5072
8070,OF-2023-133046,64183611,2023-01-17,2023-01-22,Second Class,DK-13375,OFF-PA-10003883,26.2,4,0,12.052
8071,OF-2023-133046,9364686,2023-01-17,2023-01-22,Second Class,DK-13375,OFF-PA-10002787,12.96,2,0,6.2208
8072,OF-2023-133046,13786562,2023-01-17,2023-01-22,Second Class,DK-13375,TEC-AC-10000991,234.95,5,0,32.893
8073,OF-2023-107209,47746399,2023-01-17,2023-01-22,Second Class,JW-15955,FUR-CH-10001146,194.848,4,0.2,12.178
8074,OF-2023-130841,52173486,2023-01-18,2023-01-22,Standard Class,MH-17620,OFF-BI-10000145,9.984,4,0.2,3.6192
8075,OF-2023-130841,54110563,2023-01-18,2023-01-22,Standard Class,MH-17620,OFF-ST-10001580,14.98,1,0,4.1944
8076,OF-2023-130841,27510891,2023-01-18,2023-01-22,Standard Class,MH-17620,TEC-PH-10001817,1145.6,4,0.2,100.24
8077,OF-2023-101483,87999962,2023-01-19,2023-01-22,Second Class,AG-10675,OFF-AP-10002082,34.848,2,0.2,6.534
8078,OF-2023-101483,6881459,2023-01-19,2023-01-22,Second Class,AG-10675,TEC-PH-10003442,22,5,0.2,1.375
8079,OF-2023-101483,12093854,2023-01-19,2023-01-22,Second Class,AG-10675,OFF-AR-10002833,4.368,3,0.2,0.3822
8080,ON-2023-113852,70649292,2023-01-19,2023-01-23,Standard Class,GW-14605,TEC-AC-10003027,90.57,3,0,11.7741
8081,OF-2023-130771,52925114,2023-01-19,2023-01-24,Standard Class,LA-16780,OFF-FA-10003059,2.896,2,0.2,0.4706
8082,OF-2023-130771,36981990,2023-01-19,2023-01-24,Standard Class,LA-16780,TEC-PH-10002496,124.792,1,0.2,15.599
8083,OF-2023-146031,80981100,2023-01-19,2023-01-22,Second Class,GM-14440,OFF-AR-10002656,60.12,9,0,22.2444
8084,ON-2023-130953,51597312,2023-01-19,2023-01-24,Standard Class,RF-19735,OFF-BI-10004828,33.48,2,0,16.4052
8085,ON-2023-130953,28928070,2023-01-19,2023-01-24,Standard Class,RF-19735,TEC-PH-10003012,461.97,3,0,133.9713
8086,ON-2023-130953,99290595,2023-01-19,2023-01-24,Standard Class,RF-19735,OFF-AP-10002311,137.62,2,0,60.5528
8087,ON-2023-130953,88144767,2023-01-19,2023-01-24,Standard Class,RF-19735,FUR-CH-10004626,302.67,3,0,72.6408
8088,ON-2023-115301,69696938,2023-01-19,2023-01-23,Standard Class,VG-21790,FUR-BO-10004709,115.96,2,0,25.5112
8089,OF-2023-167913,46652987,2023-01-20,2023-01-24,Second Class,JL-15835,OFF-ST-10000585,330.4,2,0,85.904
8090,OF-2023-167913,71493106,2023-01-20,2023-01-24,Second Class,JL-15835,OFF-LA-10002787,26.25,7,0,12.6
8091,OF-2023-155740,51369228,2023-01-20,2023-01-23,First Class,TC-21475,OFF-BI-10001071,76.776,4,0.7,-53.7432
8092,OF-2023-141103,46324835,2023-01-20,2023-01-27,Standard Class,JF-15355,TEC-PH-10003589,89.95,5,0,43.176
8093,OF-2023-121909,31511033,2023-01-21,2023-01-26,Standard Class,EA-14035,OFF-PA-10003790,54.816,3,0.2,17.8152
8094,OF-2023-125752,39818107,2023-01-21,2023-01-25,Standard Class,EH-14125,TEC-AC-10003590,41.424,2,0.2,8.2848
8095,OF-2023-115805,75767331,2023-01-21,2023-01-21,Same Day,KW-16435,TEC-PH-10003092,36.792,1,0.2,4.1391
8096,OF-2023-161102,29674434,2023-01-21,2023-01-24,First Class,EC-14050,OFF-ST-10003442,56.56,2,0,15.2712
8097,OF-2023-161102,84274038,2023-01-21,2023-01-24,First Class,EC-14050,FUR-FU-10003142,36.96,7,0,11.4576
8098,ON-2023-165869,406833,2023-01-21,2023-01-26,Standard Class,LS-17200,OFF-BI-10003460,17.52,4,0,8.4096
8099,ON-2023-165869,72300864,2023-01-21,2023-01-26,Standard Class,LS-17200,OFF-AP-10002472,155.88,6,0,54.558
8100,OF-2023-126144,12987413,2023-01-21,2023-01-26,Standard Class,GM-14680,TEC-PH-10001079,285.576,4,0.4,-57.1152
8101,OF-2023-147032,17302601,2023-01-21,2023-01-25,Standard Class,LB-16795,OFF-PA-10003256,11.54,1,0,5.5392
8102,OF-2023-147032,99246519,2023-01-21,2023-01-25,Standard Class,LB-16795,OFF-BI-10003656,849.95,5,0,390.977
8103,OF-2023-147032,21283483,2023-01-21,2023-01-25,Standard Class,LB-16795,OFF-BI-10002897,11.01,3,0,5.3949
8104,OF-2023-135034,62699476,2023-01-22,2023-01-24,First Class,AT-10735,TEC-PH-10003931,95.984,2,0.2,5.999
8105,OF-2023-133235,68236153,2023-01-22,2023-01-25,First Class,LH-16750,TEC-PH-10002660,271.96,5,0.2,16.9975
8106,OF-2023-162691,40274856,2023-01-22,2023-01-28,Standard Class,AS-10045,TEC-MA-10000488,1439.982,3,0.4,-263.9967
8107,OF-2023-162691,52247995,2023-01-22,2023-01-28,Standard Class,AS-10045,OFF-PA-10003729,36.288,7,0.2,12.7008
8108,OF-2023-124576,31128913,2023-01-22,2023-01-25,Second Class,HK-14890,OFF-BI-10002735,54.896,2,0.2,18.5274
8109,OF-2023-168942,7014789,2023-01-22,2023-01-26,Second Class,EM-13960,OFF-ST-10004340,186.54,3,0,50.3658
8110,OF-2023-165386,55929256,2023-01-24,2023-01-25,First Class,CM-12190,FUR-BO-10003034,183.372,2,0.3,-36.6744
8111,OF-2023-168396,64456222,2023-01-24,2023-01-29,Second Class,BD-11725,OFF-LA-10001297,51.75,5,0,24.84
8112,OF-2023-168396,87778660,2023-01-24,2023-01-29,Second Class,BD-11725,FUR-FU-10000723,123.96,3,0,11.1564
8113,ON-2023-143175,56135589,2023-01-24,2023-01-27,Second Class,GA-14515,OFF-ST-10003123,99.87,3,0,23.9688
8114,OF-2023-140781,56172039,2023-01-24,2023-01-28,Standard Class,AB-10105,TEC-AC-10000682,39.816,3,0.2,7.4655
8115,OF-2023-141747,25846158,2023-01-24,2023-01-29,Second Class,SC-20230,OFF-ST-10003996,16.06,1,0,4.1756
8116,OF-2023-163566,45447039,2023-01-24,2023-01-27,First Class,TB-21055,OFF-LA-10004484,16.52,5,0.2,5.369
8117,OF-2023-132738,74879706,2023-01-25,2023-01-28,First Class,HM-14860,OFF-PA-10001752,7.968,2,0.2,2.8884
8118,OF-2023-132738,87501012,2023-01-25,2023-01-28,First Class,HM-14860,OFF-EN-10001141,8.784,1,0.2,3.1842
8119,OF-2023-146367,98877927,2023-01-25,2023-01-29,Standard Class,HM-14860,OFF-BI-10002827,3.318,3,0.8,-5.6406
8120,OF-2023-117695,9105105,2023-01-26,2023-01-29,First Class,PW-19030,OFF-PA-10002713,13.76,2,0,6.3296
8121,OF-2023-154676,56807206,2023-01-26,2023-01-29,First Class,NZ-18565,OFF-ST-10001172,151.056,9,0.2,7.5528
8122,OF-2023-128328,87340698,2023-01-26,2023-01-30,Standard Class,PO-18865,OFF-BI-10001989,125.88,6,0,60.4224
8123,OF-2023-128328,65320258,2023-01-26,2023-01-30,Standard Class,PO-18865,TEC-AC-10001714,79.78,2,0,29.5186
8124,OF-2023-128328,30054925,2023-01-26,2023-01-30,Standard Class,PO-18865,OFF-LA-10003498,133.2,9,0,66.6
8125,OF-2023-161200,41920888,2023-01-27,2023-01-31,Second Class,SV-20365,FUR-BO-10000468,145.74,3,0,23.3184
8126,OF-2023-161200,77384612,2023-01-27,2023-01-31,Second Class,SV-20365,FUR-FU-10001706,15.4,5,0,7.392
8127,OF-2023-136609,91523787,2023-01-27,2023-02-01,Standard Class,TB-21355,OFF-PA-10004381,115.296,3,0.2,40.3536
8128,OF-2023-151981,2518911,2023-01-27,2023-02-02,Standard Class,GM-14455,TEC-PH-10003601,824.95,5,0,247.485
8129,OF-2023-151981,99940768,2023-01-27,2023-02-02,Standard Class,GM-14455,OFF-LA-10002195,24.64,8,0,11.8272
8130,OF-2023-151981,6041430,2023-01-27,2023-02-02,Standard Class,GM-14455,OFF-AR-10000380,227.88,6,0,68.364
8131,OF-2023-168172,73617701,2023-01-27,2023-01-31,Standard Class,SH-20395,OFF-SU-10002573,70.12,4,0,21.036
8132,OF-2023-163321,66172697,2023-01-28,2023-02-01,Second Class,FM-14380,TEC-AC-10004571,79.992,1,0.2,21.9978
8133,OF-2023-117023,10921007,2023-01-28,2023-02-02,Standard Class,JW-15955,OFF-AR-10003602,11.68,2,0,5.4896
8134,OF-2023-117023,72166789,2023-01-28,2023-02-02,Standard Class,JW-15955,OFF-AR-10004062,104.8,10,0,26.2
8135,ON-2023-155999,61729899,2023-01-28,2023-02-03,Standard Class,JK-15370,TEC-PH-10000439,159.96,5,0.2,17.9955
8136,ON-2023-155999,87696258,2023-01-28,2023-02-03,Standard Class,JK-15370,OFF-BI-10000404,13.76,2,0.2,4.644
8137,OF-2023-158344,73063932,2023-01-28,2023-02-01,Standard Class,CC-12475,TEC-AC-10002006,63.96,4,0,19.8276
8138,OF-2023-115175,1011876,2023-01-28,2023-02-02,Standard Class,MC-17575,OFF-PA-10001878,244.55,5,0,114.9385
8139,OF-2023-110821,93607877,2023-01-28,2023-01-29,First Class,CK-12205,TEC-AC-10001552,119.448,3,0.2,-13.4379
8140,OF-2023-110821,58411245,2023-01-28,2023-01-29,First Class,CK-12205,OFF-ST-10002790,118.16,2,0.2,-25.109
8141,OF-2023-156776,17659496,2023-01-28,2023-02-01,Standard Class,JL-15505,TEC-PH-10002415,707.88,3,0.2,44.2425
8142,OF-2023-156776,14483774,2023-01-28,2023-02-01,Standard Class,JL-15505,OFF-BI-10003355,11.952,3,0.2,4.1832
8143,OF-2023-156776,92275144,2023-01-28,2023-02-01,Standard Class,JL-15505,OFF-BI-10000216,31.128,3,0.2,11.673
8144,OF-2023-156776,90203778,2023-01-28,2023-02-01,Standard Class,JL-15505,TEC-AC-10004803,55.76,4,0,7.8064
8145,OF-2023-156776,71847033,2023-01-28,2023-02-01,Standard Class,JL-15505,OFF-PA-10001970,24.56,2,0,11.5432
8146,OF-2023-156776,13093889,2023-01-28,2023-02-01,Standard Class,JL-15505,FUR-FU-10004848,51.75,1,0,15.525
8147,OF-2023-156776,63262837,2023-01-28,2023-02-01,Standard Class,JL-15505,FUR-CH-10002317,207.184,1,0.2,25.898
8148,OF-2023-156776,2575514,2023-01-28,2023-02-01,Standard Class,JL-15505,OFF-AP-10002534,1473.1,5,0,412.468
8149,OF-2023-143063,52880521,2023-01-31,2023-02-05,Standard Class,IL-15100,OFF-EN-10003134,70.08,6,0,35.04
8150,OF-2023-143063,10674728,2023-01-31,2023-02-05,Standard Class,IL-15100,FUR-FU-10003708,121.3,2,0,25.473
8151,OF-2023-143063,47874462,2023-01-31,2023-02-05,Standard Class,IL-15100,TEC-PH-10003645,1454.49,9,0,378.1674
8152,OF-2023-145443,45118854,2023-01-31,2023-02-05,Second Class,SC-20695,OFF-PA-10003302,177.2,5,0,83.284
8153,OF-2023-139311,94425050,2023-02-01,2023-02-03,First Class,SF-20965,OFF-PA-10001776,29.664,4,0.2,10.0116
8154,OF-2023-139311,32113459,2023-02-01,2023-02-03,First Class,SF-20965,OFF-AR-10004582,9.184,7,0.2,2.87
8155,OF-2023-139311,38014885,2023-02-01,2023-02-03,First Class,SF-20965,TEC-PH-10001557,153.584,2,0.2,13.4386
8156,OF-2023-139311,5043619,2023-02-01,2023-02-03,First Class,SF-20965,OFF-BI-10004209,12.864,8,0.8,-22.512
8157,OF-2023-160899,96674375,2023-02-01,2023-02-03,Second Class,DR-12940,OFF-BI-10000632,477.51,11,0,219.6546
8158,OF-2023-100433,5821538,2023-02-01,2023-02-06,Standard Class,SJ-20125,OFF-PA-10003441,25.92,4,0,12.4416
8159,OF-2023-106537,75321854,2023-02-02,2023-02-07,Standard Class,RH-19495,OFF-PA-10000223,20.736,4,0.2,7.2576
8160,OF-2023-158169,10447792,2023-02-02,2023-02-05,First Class,JM-16195,OFF-AP-10000828,542.94,3,0,152.0232
